CustomerID,FullName,Gender,Age,AgeGroup,State,City,AccountOpenedDate,AccountType,DematAccount,LastYearNewDemat,AnnualIncome,TransactionCountLast12m,TransactionValueLast12m,CreditScore,InvestmentType,EmploymentStatus,ProductType,CustomerSinceYears,FeedbackScore
CUST159,Rasha Agarwal,Female,52,46-55,Karnataka,Patiala,2022-11-14,Savings,Yes,No,1748604,440,2785758,788,Stocks,Salaried,Digital Only,3.0,8
CUST160,Neysa Chadha,Female,51,46-55,Rajasthan,Nellore,2022-06-07,Salary,Yes,No,1230192,215,4375380,614,Mutual Funds,Student,Corporate Banking,3.4,9
CUST161,Saksham Vala,Male,61,56-65,Bihar,Nagpur,2020-02-06,Current,No,No,2096638,98,97176,305,FD,Retired,Corporate Banking,5.7,4
CUST162,Hiran Lalla,Male,30,26-35,Gujarat,Unnao,2020-03-29,Current,No,No,2179747,383,4675465,758,None,Salaried,Digital Only,5.6,5
CUST163,Vardaniya Tella,Male,29,26-35,Karnataka,Gwalior,2025-07-23,NRI,Yes,Yes,293214,319,1733732,665,Mutual Funds,Self-employed,Retail Banking,0.3,1
CUST164,Mehul Raju,Other,33,26-35,Madhya Pradesh,Sambhal,2023-06-18,Current,No,No,2085518,276,2952672,548,FD,Retired,Retail Banking,2.4,9
CUST165,Heer Basu,Male,65,56-65,Maharashtra,Ambattur,2020-06-06,Salary,No,No,1129758,415,428177,472,FD,Self-employed,Corporate Banking,5.4,3
CUST166,Hridaan Char,Female,41,36-45,Gujarat,Guna,2023-03-19,Current,Yes,No,1780145,139,1297819,566,Mutual Funds,Retired,Corporate Banking,2.6,3
CUST167,Yashvi Dewan,Other,58,56-65,Karnataka,Tumkur,2023-05-10,Salary,Yes,Yes,487454,11,2256506,648,Mutual Funds,Retired,Digital Only,2.5,4
CUST168,Shlok Dave,Female,63,56-65,Maharashtra,Raebareli,2023-05-05,Current,Yes,No,1334994,130,2830761,325,None,Student,Corporate Banking,2.5,7
CUST169,Dishani Rama,Female,51,46-55,Bihar,Avadi,2022-11-29,Salary,No,No,1508934,453,52438,892,Mutual Funds,Self-employed,Digital Only,2.9,9
CUST170,Zain Babu,Other,20,18-25,Madhya Pradesh,Bahraich,2025-02-07,NRI,Yes,No,348879,352,3033643,620,Mutual Funds,Salaried,Corporate Banking,0.7,1
CUST171,Vanya Shah,Male,49,46-55,Maharashtra,Sri Ganganagar,2024-02-27,Salary,Yes,No,2172398,194,4084349,744,Mutual Funds,Salaried,Digital Only,1.7,8
CUST172,Renee Gade,Other,65,56-65,Uttar Pradesh,Cuttack,2020-04-25,NRI,No,No,402558,100,4522404,396,FD,Student,Corporate Banking,5.5,6
CUST173,Nitara Mahajan,Male,23,18-25,Karnataka,Madurai,2024-07-11,NRI,No,No,2114578,24,393790,610,Stocks,Salaried,Digital Only,1.3,7
CUST174,Adira Bhasin,Female,22,18-25,Madhya Pradesh,Parbhani,2025-05-15,NRI,Yes,Yes,2214775,320,4587176,377,Mutual Funds,Student,Corporate Banking,0.5,10
CUST175,Zeeshan Loke,Female,60,56-65,Maharashtra,Kochi,2022-08-15,NRI,No,No,1375722,99,2155563,855,None,Student,Retail Banking,3.2,4
CUST176,Anvi Rege,Male,39,36-45,Rajasthan,South Dumdum,2024-03-26,Current,Yes,No,1803841,252,4704150,864,Mutual Funds,Self-employed,Digital Only,1.6,10
CUST177,Ivan Sarna,Male,57,56-65,Tamil Nadu,Gopalpur,2022-09-25,Savings,Yes,No,1339724,217,2462256,494,FD,Salaried,Digital Only,3.1,4
CUST178,Tushar Acharya,Male,65,56-65,Maharashtra,Jodhpur,2025-02-20,Current,No,No,2312888,278,940123,561,None,Self-employed,Retail Banking,0.7,7
CUST179,Elakshi Sama,Female,25,18-25,Maharashtra,Gaya,2023-08-31,Current,No,No,1421076,21,2594114,454,Mutual Funds,Student,Retail Banking,2.2,7
CUST180,Madhav Saini,Female,53,46-55,Rajasthan,Yamunanagar,2020-05-06,Savings,Yes,Yes,1177290,270,1603393,853,None,Self-employed,Digital Only,5.5,4
CUST181,Ayesha Chakrabarti,Female,29,26-35,Bihar,Tinsukia,2020-05-02,Current,No,No,2255580,176,2662044,744,Stocks,Salaried,Retail Banking,5.5,3
CUST182,Jayant Koshy,Other,58,56-65,Madhya Pradesh,Mirzapur,2020-10-10,Salary,Yes,No,1128550,403,4605055,688,Stocks,Salaried,Corporate Banking,5.1,1
CUST183,Zeeshan Edwin,Male,27,26-35,Tamil Nadu,Mangalore,2025-07-09,Salary,Yes,No,1543109,343,3878191,651,None,Retired,Retail Banking,0.3,3
CUST184,Tejas Kar,Female,55,46-55,Bihar,Berhampur,2025-02-24,Savings,No,No,1900149,485,3785081,430,None,Self-employed,Digital Only,0.7,9
CUST185,Saira Saha,Other,35,26-35,Bihar,Anand,2021-08-13,Salary,Yes,No,799684,388,2948782,422,FD,Salaried,Corporate Banking,4.2,1
CUST186,Nakul Comar,Female,26,26-35,Maharashtra,Naihati,2021-08-16,Savings,Yes,No,2180698,168,1191244,836,FD,Student,Corporate Banking,4.2,6
CUST187,Jayan Chakraborty,Male,49,46-55,Bihar,Cuttack,2022-06-21,Savings,Yes,Yes,751837,152,102138,302,FD,Self-employed,Retail Banking,3.4,10
CUST188,Khushi Raja,Female,30,26-35,West Bengal,Mau,2020-01-19,Savings,Yes,Yes,915388,414,4074232,804,Stocks,Self-employed,Digital Only,5.8,5
CUST189,Jhanvi Bumb,Female,62,56-65,Delhi,Tirupati,2020-10-17,Salary,No,No,2101327,84,3842961,333,FD,Student,Corporate Banking,5.1,9
CUST190,Kanav Brar,Other,54,46-55,Karnataka,Jorhat,2023-09-04,Current,Yes,Yes,1867838,418,3900730,693,Mutual Funds,Retired,Digital Only,2.2,7
CUST191,Hunar Bali,Other,21,18-25,Uttar Pradesh,Bijapur,2021-04-22,Current,Yes,No,745066,325,446999,382,Stocks,Salaried,Digital Only,4.5,10
CUST192,Mishti Bal,Male,60,56-65,Uttar Pradesh,Bhopal,2025-09-30,Salary,No,No,2427739,262,4244857,642,FD,Student,Retail Banking,0.1,2
CUST193,Samiha Bhargava,Other,33,26-35,Bihar,Gandhidham,2020-03-10,Current,No,No,1120094,413,615297,720,Stocks,Salaried,Retail Banking,5.7,10
CUST194,Inaaya  Khanna,Other,24,18-25,Bihar,Chandrapur,2021-09-21,Current,No,No,1420728,397,2694323,418,Stocks,Self-employed,Retail Banking,4.1,7
CUST195,Ivan Balakrishnan,Female,18,18-25,Tamil Nadu,Gandhidham,2023-02-23,Salary,No,No,1836978,257,3028483,875,FD,Student,Retail Banking,2.7,1
CUST196,Pari Gade,Other,35,26-35,Karnataka,Shivpuri,2024-04-13,Savings,Yes,No,1927608,264,2555953,706,None,Student,Retail Banking,1.6,4
CUST197,Baiju Chaudhary,Male,28,26-35,Gujarat,Firozabad,2023-09-10,Savings,No,No,1851403,86,2870830,714,None,Self-employed,Retail Banking,2.2,5
CUST198,Ivana Randhawa,Male,51,46-55,Bihar,Visakhapatnam,2021-02-19,Current,Yes,Yes,693402,197,4560262,779,FD,Retired,Digital Only,4.7,3
CUST199,Badal Singhal,Male,35,26-35,Madhya Pradesh,Udupi,2021-03-30,NRI,No,No,2312924,28,4206247,897,FD,Self-employed,Digital Only,4.6,6
CUST200,Shayak Agarwal,Other,70,65+,Tamil Nadu,Unnao,2024-05-03,Savings,No,No,1379392,432,2909964,631,None,Salaried,Digital Only,1.5,7
CUST201,Anika Mannan,Female,40,36-45,Rajasthan,Baranagar,2024-09-23,Current,Yes,No,2464751,220,1270458,621,Stocks,Salaried,Corporate Banking,1.1,8
CUST202,Gokul Kohli,Female,56,56-65,Uttar Pradesh,Solapur,2024-02-10,Salary,Yes,No,251165,37,3893354,659,Stocks,Student,Digital Only,1.7,7
CUST203,Darshit Buch,Other,36,36-45,Bihar,Patna,2024-10-05,NRI,Yes,Yes,292366,99,3714375,648,FD,Self-employed,Digital Only,1.1,7
CUST204,Jayan Bal,Male,69,65+,Delhi,Karaikudi,2021-03-28,Salary,No,No,1574575,454,1449021,828,Mutual Funds,Retired,Retail Banking,4.6,3
CUST205,Anahi Luthra,Male,52,46-55,Madhya Pradesh,Aurangabad,2020-11-15,Current,No,No,1438948,87,4797456,614,None,Salaried,Retail Banking,5.0,10
CUST206,Jayant Tak,Other,19,18-25,Karnataka,Thoothukudi,2024-06-15,Savings,No,No,2014584,384,3508262,600,FD,Salaried,Retail Banking,1.4,5
CUST207,Darshit Bora,Female,36,36-45,Rajasthan,Unnao,2021-03-25,Savings,No,No,1489779,192,2573674,736,Mutual Funds,Retired,Digital Only,4.6,9
CUST208,Divyansh Basak,Male,18,18-25,West Bengal,Kottayam,2024-01-03,Salary,No,No,1740254,23,1382352,578,Mutual Funds,Retired,Corporate Banking,1.8,2
CUST209,Vidur Vohra,Female,68,65+,Madhya Pradesh,Chennai,2021-10-05,NRI,Yes,Yes,718858,312,2935388,374,Mutual Funds,Salaried,Retail Banking,4.1,9
CUST210,Vritika Singh,Male,47,46-55,Maharashtra,Phusro,2023-03-26,Salary,Yes,No,1781045,443,416467,350,None,Salaried,Retail Banking,2.6,1
CUST211,Zeeshan Gaba,Female,58,56-65,Maharashtra,Siwan,2024-04-04,NRI,Yes,No,2312491,327,4090185,307,Mutual Funds,Retired,Digital Only,1.6,10
CUST212,Nayantara Bhardwaj,Female,31,26-35,Maharashtra,Loni,2022-01-19,Savings,No,No,793588,420,2151079,724,None,Self-employed,Corporate Banking,3.8,6
CUST213,Abram Devi,Female,48,46-55,Rajasthan,Patna,2023-10-13,Savings,Yes,No,2284583,287,4856206,497,Mutual Funds,Self-employed,Retail Banking,2.1,4
CUST214,Rania Dixit,Female,25,18-25,Uttar Pradesh,Nadiad,2024-06-07,Savings,No,No,1704692,359,4576764,669,None,Student,Retail Banking,1.4,4
CUST215,Jiya Tandon,Other,52,46-55,Karnataka,Rajahmundry,2023-02-10,Savings,No,No,1283341,486,3590997,862,Mutual Funds,Student,Corporate Banking,2.7,10
CUST216,Tejas Lata,Other,51,46-55,Karnataka,Gandhinagar,2020-12-30,Salary,Yes,Yes,920919,381,1140567,624,Mutual Funds,Self-employed,Digital Only,4.8,6
CUST217,Lakshay Dutta,Other,49,46-55,Tamil Nadu,Nadiad,2022-07-09,NRI,No,No,998192,485,125606,616,None,Student,Corporate Banking,3.3,4
CUST218,Kaira Grewal,Other,37,36-45,West Bengal,Maheshtala,2024-07-14,NRI,Yes,Yes,1260079,69,4875965,408,None,Salaried,Retail Banking,1.3,1
CUST219,Devansh Saini,Male,58,56-65,Rajasthan,Karawal Nagar,2024-03-25,Salary,Yes,No,1725716,20,1886938,607,Mutual Funds,Self-employed,Corporate Banking,1.6,10
CUST220,Ivana Badami,Male,61,56-65,Madhya Pradesh,Baranagar,2022-02-05,NRI,Yes,No,716075,160,1956940,632,None,Self-employed,Retail Banking,3.7,2
CUST221,Aradhya Buch,Female,25,18-25,Delhi,Giridih,2024-05-02,Savings,No,No,1657842,380,3905087,665,Mutual Funds,Student,Retail Banking,1.5,8
CUST222,Romil Dara,Female,21,18-25,Delhi,Berhampur,2022-10-12,NRI,Yes,Yes,2041823,297,3484673,613,Stocks,Salaried,Digital Only,3.1,1
CUST223,Himmat Chaudhary,Male,22,18-25,Rajasthan,Vijayanagaram,2025-07-17,Savings,No,No,2244344,408,2626547,545,None,Self-employed,Retail Banking,0.3,4
CUST224,Pari Dhar,Other,29,26-35,Tamil Nadu,Kamarhati,2023-05-10,Current,Yes,No,543927,319,1313913,354,Mutual Funds,Self-employed,Corporate Banking,2.5,4
CUST225,Priyansh Mangal,Female,39,36-45,Tamil Nadu,Tiruvottiyur,2024-11-24,Current,No,No,844696,279,2466625,432,Stocks,Self-employed,Retail Banking,0.9,1
CUST226,Taran Solanki,Other,54,46-55,Uttar Pradesh,Silchar,2022-08-10,Current,No,No,491009,132,1698883,741,Stocks,Student,Retail Banking,3.2,5
CUST227,Hazel Tara,Male,27,26-35,Tamil Nadu,Bhilai,2025-09-09,NRI,Yes,Yes,1610249,234,4250992,341,None,Salaried,Corporate Banking,0.2,3
CUST228,Baiju D’Alia,Other,50,46-55,Maharashtra,Kadapa,2023-03-26,Salary,No,No,527084,323,4858938,512,None,Self-employed,Corporate Banking,2.6,7
CUST229,Ira Mannan,Other,35,26-35,Bihar,Bangalore,2022-10-15,Salary,No,No,1235077,84,3689751,538,Mutual Funds,Self-employed,Retail Banking,3.1,5
CUST230,Chirag Ganguly,Female,53,46-55,Rajasthan,Gangtok,2024-01-15,NRI,Yes,Yes,2353210,336,415782,372,Stocks,Self-employed,Retail Banking,1.8,9
CUST231,Miraya Brahmbhatt,Male,37,36-45,Madhya Pradesh,Akola,2022-05-18,Savings,Yes,Yes,1258345,198,2718812,818,FD,Self-employed,Retail Banking,3.5,10
CUST232,Urvi Sarraf,Male,31,26-35,Tamil Nadu,Srikakulam,2020-01-23,Current,No,No,2042870,433,3850246,462,Mutual Funds,Retired,Corporate Banking,5.8,10
CUST233,Madhav Ratta,Female,37,36-45,Madhya Pradesh,Gurgaon,2020-06-08,Salary,No,No,2002997,112,196396,593,Mutual Funds,Retired,Corporate Banking,5.4,10
CUST234,Saanvi Sinha,Male,30,26-35,Karnataka,Vijayawada,2022-08-11,Salary,No,No,243187,140,3007389,841,Mutual Funds,Student,Digital Only,3.2,9
CUST235,Aarush Sankaran,Male,21,18-25,Tamil Nadu,Kamarhati,2020-02-03,NRI,No,No,292941,226,2093364,599,None,Student,Retail Banking,5.8,9
CUST236,Hansh Seth,Other,31,26-35,Uttar Pradesh,Aizawl,2023-07-27,NRI,Yes,Yes,405051,236,4482364,476,Mutual Funds,Retired,Corporate Banking,2.3,10
CUST237,Veer Krishna,Male,68,65+,Tamil Nadu,Ongole,2021-11-25,Savings,No,No,2196519,382,2796164,879,Mutual Funds,Retired,Corporate Banking,3.9,2
CUST238,Kavya Dhillon,Male,23,18-25,Delhi,Rampur,2019-11-25,Savings,Yes,Yes,926534,178,1542237,371,None,Student,Corporate Banking,5.9,7
CUST239,Hansh Balakrishnan,Other,32,26-35,Madhya Pradesh,Tezpur,2023-03-15,Savings,No,No,208290,175,1992553,628,FD,Salaried,Corporate Banking,2.6,4
CUST240,Arnav Reddy,Female,54,46-55,Gujarat,Serampore,2023-08-22,Salary,No,No,1814873,22,2138499,402,Stocks,Student,Retail Banking,2.2,1
CUST241,Hazel Chander,Other,68,65+,Madhya Pradesh,Hazaribagh,2024-10-18,Savings,No,No,634204,235,1578789,716,None,Self-employed,Retail Banking,1.0,8
CUST242,Ranbir Krishnamurthy,Other,39,36-45,Gujarat,Guna,2021-10-15,Savings,Yes,Yes,1079236,313,4303086,726,FD,Salaried,Corporate Banking,4.1,1
CUST243,Indrans Sarna,Other,58,56-65,Maharashtra,Salem,2022-02-03,Salary,Yes,No,1838145,411,1381680,376,Mutual Funds,Student,Retail Banking,3.8,3
CUST244,Nishith Kapur,Other,68,65+,West Bengal,Mysore,2023-09-29,Current,Yes,No,2126522,12,1818022,384,Stocks,Retired,Digital Only,2.1,7
CUST245,Zaina Mand,Female,26,26-35,Karnataka,Nadiad,2022-12-03,Savings,Yes,No,2039141,88,882252,545,Mutual Funds,Self-employed,Digital Only,2.9,4
CUST246,Shamik Sarma,Female,40,36-45,Gujarat,Proddatur,2021-05-08,Current,No,No,1268011,213,4986279,526,Stocks,Retired,Retail Banking,4.5,2
CUST247,Suhana Brahmbhatt,Male,46,46-55,Maharashtra,Jalna,2023-09-13,Salary,No,No,264395,5,4995940,818,FD,Student,Corporate Banking,2.1,5
CUST248,Yakshit Shetty,Male,23,18-25,Maharashtra,Visakhapatnam,2022-09-10,Salary,Yes,No,530053,494,400921,378,Mutual Funds,Self-employed,Retail Banking,3.2,10
CUST249,Mishti Mane,Female,67,65+,Gujarat,Ambarnath,2021-10-31,NRI,Yes,Yes,1496118,46,2770268,409,FD,Student,Corporate Banking,4.0,3
CUST250,Riya Gera,Male,29,26-35,Bihar,Shahjahanpur,2020-10-03,Savings,No,No,1528551,156,4194639,817,FD,Student,Digital Only,5.1,8
